BuildingIndex,Year,Month,Day,Hour,Quarter,DayOfWeek,Holiday,HighestTemp,Weather,Demand
1,2019,1,5,10,1,6,5,7.1,1,1812
1,2019,1,5,10,2,6,5,7.1,1,3196
1,2019,1,5,10,3,6,5,7.1,1,3192
1,2019,1,5,11,0,6,5,7.1,1,3168
1,2019,1,5,11,1,6,5,7.1,1,3180
1,2019,1,5,11,2,6,5,7.1,1,3180
1,2019,1,5,11,3,6,5,7.1,1,3168
1,2019,1,5,12,0,6,5,7.1,1,4036
1,2019,1,5,12,1,6,5,7.1,1,4020
1,2019,1,5,12,2,6,5,7.1,1,4000
1,2019,1,5,12,3,6,5,7.1,1,4012
1,2019,1,5,13,0,6,5,7.1,1,4008
1,2019,1,5,13,1,6,5,7.1,2,4032
1,2019,1,5,13,2,6,5,7.1,2,4044
1,2019,1,5,13,3,6,5,7.1,2,4020
1,2019,1,5,14,0,6,5,7.1,2,4032
1,2019,1,5,14,1,6,5,7.1,1,4032
1,2019,1,5,14,2,6,5,7.1,1,4052
1,2019,1,5,14,3,6,5,7.1,1,4044
1,2019,1,5,15,0,6,5,7.1,1,4044
1,2019,1,5,15,1,6,5,7.1,2,4032
1,2019,1,5,15,2,6,5,7.1,2,4040
1,2019,1,5,15,3,6,5,7.1,2,4032
1,2019,1,5,16,0,6,5,7.1,2,4032
1,2019,1,5,16,1,6,5,7.1,1,4020
1,2019,1,5,16,2,6,5,7.1,1,4024
1,2019,1,5,16,3,6,5,7.1,1,4020
1,2019,1,5,17,0,6,5,7.1,1,4032
1,2019,1,5,17,1,6,5,7.1,1,4008
1,2019,1,5,17,2,6,5,7.1,1,5808
1,2019,1,5,17,3,6,5,7.1,1,5832
1,2019,1,5,18,0,6,5,7.1,1,5808
1,2019,1,5,18,1,6,5,7.1,1,5820
1,2019,1,5,18,2,6,5,7.1,1,5796
1,2019,1,5,18,3,6,5,7.1,1,5808
1,2019,1,5,19,0,6,5,7.1,1,4932
1,2019,1,5,19,1,6,5,7.1,1,4932
1,2019,1,5,19,2,6,5,7.1,1,4944
1,2019,1,5,19,3,6,5,7.1,1,4944
1,2019,1,5,20,0,6,5,7.1,1,4932
1,2019,1,5,20,1,6,5,7.1,1,4944
1,2019,1,5,20,2,6,5,7.1,1,4956
1,2019,1,5,20,3,6,5,7.1,1,4956
1,2019,1,5,21,0,6,5,7.1,1,4956
1,2019,1,5,21,1,6,5,7.1,1,4956
1,2019,1,5,21,2,6,5,7.1,1,4956
1,2019,1,5,21,3,6,5,7.1,1,4944
1,2019,1,5,22,0,6,5,7.1,1,4956
1,2019,1,5,22,1,6,5,7.1,1,4956
1,2019,1,5,22,2,6,5,7.1,1,4968
1,2019,1,5,22,3,6,5,7.1,1,4944
1,2019,1,5,23,0,6,5,7.1,1,4944
1,2019,1,5,23,1,6,5,7.1,1,4952
1,2019,1,5,23,2,6,5,7.1,1,4908
1,2019,1,5,23,3,6,5,7.1,1,4944
1,2019,1,6,0,0,6,5,7.1,1,4944
1,2019,1,6,0,1,7,5,7,3,4920
1,2019,1,6,0,2,7,5,7,3,4044
1,2019,1,6,0,3,7,5,7,3,4024
1,2019,1,6,1,0,7,5,7,3,4044
1,2019,1,6,1,1,7,5,7,3,4052
1,2019,1,6,1,2,7,5,7,3,4032
1,2019,1,6,1,3,7,5,7,3,2664
1,2019,1,6,2,0,7,5,7,3,2688
1,2019,1,6,2,1,7,5,7,3,1812
1,2019,1,6,2,2,7,5,7,3,1800
1,2019,1,6,2,3,7,5,7,3,1800
1,2019,1,6,3,0,7,5,7,3,1812
1,2019,1,6,3,1,7,5,7,2,1804
1,2019,1,6,3,2,7,5,7,2,1812
1,2019,1,6,3,3,7,5,7,2,1792
1,2019,1,6,4,0,7,5,7,2,1824
1,2019,1,6,4,1,7,5,7,2,1812
1,2019,1,6,4,2,7,5,7,2,1812
1,2019,1,6,4,3,7,5,7,2,1836
1,2019,1,6,5,0,7,5,7,2,1812
1,2019,1,6,5,1,7,5,7,4,1824
1,2019,1,6,5,2,7,5,7,4,1812
1,2019,1,6,5,3,7,5,7,4,1800
1,2019,1,6,6,0,7,5,7,4,1788
1,2019,1,6,6,1,7,5,7,3,1800
1,2019,1,6,6,2,7,5,7,3,1816
1,2019,1,6,6,3,7,5,7,3,1812
1,2019,1,6,7,0,7,5,7,3,1812
1,2019,1,6,7,1,7,5,7,3,1820
1,2019,1,6,7,2,7,5,7,3,1800
1,2019,1,6,7,3,7,5,7,3,1804
1,2019,1,6,8,0,7,5,7,3,1824
1,2019,1,6,8,1,7,5,7,4,1812
1,2019,1,6,8,2,7,5,7,4,1800
1,2019,1,6,8,3,7,5,7,4,1804
1,2019,1,6,9,0,7,5,7,4,1824
1,2019,1,6,9,1,7,5,7,3,1804
1,2019,1,6,9,2,7,5,7,3,1808
1,2019,1,6,9,3,7,5,7,3,1812
1,2019,1,6,10,0,7,5,7,3,1792
