BuildingIndex,Year,Month,Day,Hour,Quarter,DayOfWeek,Holiday,HighestTemp,Weather,Demand
1,2019,6,25,9,3,2,4,31.9,1,17768
1,2019,6,25,10,0,2,4,31.9,1,14400
1,2019,6,25,10,1,2,4,31.9,1,12448
1,2019,6,25,10,2,2,4,31.9,1,27148
1,2019,6,25,10,3,2,4,31.9,1,25420
1,2019,6,25,11,0,2,4,31.9,1,24240
1,2019,6,25,11,1,2,4,31.9,1,17044
1,2019,6,25,11,2,2,4,31.9,1,27688
1,2019,6,25,11,3,2,4,31.9,1,25160
1,2019,6,25,12,0,2,4,31.9,1,38936
1,2019,6,25,12,1,2,4,31.9,2,38568
1,2019,6,25,12,2,2,4,31.9,2,38704
1,2019,6,25,12,3,2,4,31.9,2,37484
1,2019,6,25,13,0,2,4,31.9,2,37492
1,2019,6,25,13,1,2,4,31.9,2,37952
1,2019,6,25,13,2,2,4,31.9,2,36260
1,2019,6,25,13,3,2,4,31.9,2,37864
1,2019,6,25,14,0,2,4,31.9,2,36400
1,2019,6,25,14,1,2,4,31.9,3,36412
1,2019,6,25,14,2,2,4,31.9,3,37768
1,2019,6,25,14,3,2,4,31.9,3,37876
1,2019,6,25,15,0,2,4,31.9,3,37588
1,2019,6,25,15,1,2,4,31.9,2,35728
1,2019,6,25,15,2,2,4,31.9,2,35336
1,2019,6,25,15,3,2,4,31.9,2,34632
1,2019,6,25,16,0,2,4,31.9,2,34972
1,2019,6,25,16,1,2,4,31.9,3,31344
1,2019,6,25,16,2,2,4,31.9,3,30300
1,2019,6,25,16,3,2,4,31.9,3,30316
1,2019,6,25,17,0,2,4,31.9,3,30400
1,2019,6,25,17,1,2,4,31.9,2,36400
1,2019,6,25,17,2,2,4,31.9,2,36400
1,2019,6,25,17,3,2,4,31.9,2,5108
1,2019,6,25,18,0,2,4,31.9,2,24664
1,2019,6,25,18,1,2,4,31.9,1,21796
1,2019,6,25,18,2,2,4,31.9,1,24256
1,2019,6,25,18,3,2,4,31.9,1,19372
1,2019,6,25,19,0,2,4,31.9,1,16312
1,2019,6,25,19,1,2,4,31.9,2,16664
1,2019,6,25,19,2,2,4,31.9,2,19804
1,2019,6,25,19,3,2,4,31.9,2,16600
1,2019,6,25,20,0,2,4,31.9,2,15228
1,2019,6,25,20,1,2,4,31.9,1,33216
1,2019,6,25,20,2,2,4,31.9,1,30824
1,2019,6,25,20,3,2,4,31.9,1,25572
1,2019,6,25,21,0,2,4,31.9,1,25624
1,2019,6,25,21,1,2,4,31.9,2,26252
1,2019,6,25,21,2,2,4,31.9,2,26084
1,2019,6,25,21,3,2,4,31.9,2,26640
1,2019,6,25,22,0,2,4,31.9,2,25052
1,2019,6,25,22,1,2,4,31.9,3,24936
1,2019,6,25,22,2,2,4,31.9,3,25752
1,2019,6,25,22,3,2,4,31.9,3,25672
1,2019,6,25,23,0,2,4,31.9,3,25868
1,2019,6,25,23,1,2,4,31.9,3,26160
1,2019,6,25,23,2,2,4,31.9,3,25704
1,2019,6,25,23,3,2,4,31.9,3,26012
1,2019,6,26,0,0,2,4,31.9,3,25764
1,2019,6,26,0,1,3,4,22.4,3,20468
1,2019,6,26,0,2,3,4,22.4,3,20640
1,2019,6,26,0,3,3,4,22.4,3,19404
1,2019,6,26,1,0,3,4,22.4,3,19280
1,2019,6,26,1,1,3,4,22.4,1,17008
1,2019,6,26,1,2,3,4,22.4,1,15496
1,2019,6,26,1,3,3,4,22.4,1,15676
1,2019,6,26,2,0,3,4,22.4,1,16304
1,2019,6,26,2,1,3,4,22.4,1,15168
1,2019,6,26,2,2,3,4,22.4,1,15112
1,2019,6,26,2,3,3,4,22.4,1,38480
1,2019,6,26,3,0,3,4,22.4,1,19224
1,2019,6,26,3,1,3,4,22.4,1,15432
1,2019,6,26,3,2,3,4,22.4,1,14156
1,2019,6,26,3,3,3,4,22.4,1,20092
1,2019,6,26,4,0,3,4,22.4,1,11620
1,2019,6,26,4,1,3,4,22.4,1,11176
1,2019,6,26,4,2,3,4,22.4,1,10784
1,2019,6,26,4,3,3,4,22.4,1,10284
